venda_id,cliente_id,produto_id,quantidade,data_venda,nome_x,categoria,preco_unitario,nome_y,idade,genero,cidade
493,27,40,6,2024-06-17,Produto 40,Eletrônicos,412.28,Vitor Nogueira,29,MASCULINO,Rio de Janeiro
494,69,17,9,2023-07-04,Produto 17,Eletrônicos,446.49,Otávio Campos,21,FEMININO,Rio de Janeiro
495,148,37,5,2024-04-12,Produto 37,Limpeza,287.88,Ana Sophia Cardoso,31,FEMININO,São Paulo
496,11,39,4,2023-12-29,Produto 39,Bebidas,384.76,Ana Lívia das Neves,28,FEMININO,Rio de Janeiro
497,74,29,5,2023-10-10,Produto 29,Limpeza,243.43,Maria Vitória Jesus,46,MASCULINO,São Paulo
498,104,36,5,2024-07-06,Produto 36,Limpeza,205.58,Alexia Souza,24,FEMININO,Belém
499,38,38,8,2023-12-02,Produto 38,Higiene,371.78,Vitor Nunes,68,FEMININO,São Paulo
500,134,39,8,2023-06-11,Produto 39,Bebidas,384.76,Dr. Guilherme Moreira,61,MASCULINO,São Paulo
501,200,50,2,2023-06-09,Produto 50,Alimentos,489.06,André Costa,56,FEMININO,Manaus
502,23,37,7,2024-04-18,Produto 37,Limpeza,287.88,Pietra da Luz,55,FEMININO,Belém
503,47,35,8,2024-08-23,Produto 35,Alimentos,130.57,Bruno Santos,56,FEMININO,Manaus
504,90,7,6,2023-11-18,Produto 7,Alimentos,275.23,Diego Martins,33,MASCULINO,Rio de Janeiro
505,46,27,5,2023-01-12,Produto 27,Higiene,178.36,Evelyn Peixoto,26,MASCULINO,Manaus
506,107,28,9,2024-02-28,Produto 28,Alimentos,355.55,Arthur Moura,18,FEMININO,Belém
507,140,22,3,2023-03-14,Produto 22,Alimentos,432.25,Camila Caldeira,52,FEMININO,São Paulo
508,141,14,4,2024-08-10,Produto 14,Eletrônicos,215.92,Vitor Hugo da Rosa,54,FEMININO,Belém
509,104,7,9,2023-07-20,Produto 7,Alimentos,275.23,Alexia Souza,24,FEMININO,Belém
510,190,37,6,2024-06-05,Produto 37,Limpeza,287.88,Rafael Novaes,45,MASCULINO,Rio de Janeiro
511,111,22,8,2024-05-19,Produto 22,Alimentos,432.25,Dr. Vicente Araújo,28,FEMININO,Manaus
512,104,5,7,2024-11-18,Produto 5,Bebidas,32.66,Alexia Souza,24,FEMININO,Belém
513,60,2,2,2023-02-08,Produto 2,Eletrônicos,465.81,Catarina Melo,61,MASCULINO,Fortaleza
514,171,27,3,2023-03-01,Produto 27,Higiene,178.36,João da Cunha,46,FEMININO,Manaus
515,100,21,1,2024-07-31,Produto 21,Alimentos,292.75,Mariana Moura,32,FEMININO,São Paulo
516,68,38,9,2023-11-17,Produto 38,Higiene,371.78,Vitor Gabriel Pereira,57,FEMININO,São Paulo
517,133,15,7,2024-03-10,Produto 15,Limpeza,115.18,Cecília da Paz,52,MASCULINO,São Paulo
518,120,21,1,2024-09-27,Produto 21,Alimentos,292.75,Ana Luiza da Cruz,56,FEMININO,Rio de Janeiro
519,37,10,3,2024-11-06,Produto 10,Higiene,345.57,Natália Dias,64,FEMININO,São Paulo
520,72,23,4,2024-02-12,Produto 23,Limpeza,440.78,Luiza Nascimento,59,FEMININO,Belém
521,127,39,4,2024-01-21,Produto 39,Bebidas,384.76,Noah Lopes,51,MASCULINO,Fortaleza
522,106,5,5,2024-11-01,Produto 5,Bebidas,32.66,Mirella Oliveira,41,MASCULINO,Fortaleza
523,92,1,3,2024-07-22,Produto 1,Eletrônicos,61.16,André Aragão,35,FEMININO,Belém
524,31,13,3,2023-03-19,Produto 13,Alimentos,420.05,Noah Aragão,66,MASCULINO,Belém
525,122,21,1,2023-07-13,Produto 21,Alimentos,292.75,Rafaela da Rosa,45,FEMININO,São Paulo
526,137,26,7,2023-10-12,Produto 26,Higiene,297.98,Daniela da Costa,44,FEMININO,Manaus
527,51,50,1,2024-06-10,Produto 50,Alimentos,489.06,Evelyn Aragão,31,FEMININO,São Paulo
528,29,45,2,2024-06-07,Produto 45,Limpeza,241.47,Sra. Sabrina Farias,61,MASCULINO,Manaus
529,40,21,4,2024-09-04,Produto 21,Alimentos,292.75,Heitor Lopes,69,FEMININO,São Paulo
530,41,18,4,2023-06-05,Produto 18,Alimentos,77.57,Natália da Cunha,20,MASCULINO,São Paulo
531,11,37,5,2023-12-06,Produto 37,Limpeza,287.88,Ana Lívia das Neves,28,FEMININO,Rio de Janeiro
532,151,45,2,2023-05-05,Produto 45,Limpeza,241.47,João Felipe Martins,26,FEMININO,Belém
533,1,32,4,2023-10-07,Produto 32,Alimentos,128.12,Sr. Emanuel Costela,56,FEMININO,Rio de Janeiro
534,46,36,1,2024-09-13,Produto 36,Limpeza,205.58,Evelyn Peixoto,26,MASCULINO,Manaus
535,101,17,2,2024-10-19,Produto 17,Eletrônicos,446.49,Dr. Augusto Aragão,62,FEMININO,São Paulo
536,149,35,1,2024-12-28,Produto 35,Alimentos,130.57,Dr. Thales Cavalcanti,56,FEMININO,Manaus
537,90,49,4,2024-11-04,Produto 49,Eletrônicos,402.04,Diego Martins,33,MASCULINO,Rio de Janeiro
538,110,11,4,2023-05-08,Produto 11,Limpeza,419.3,Dra. Brenda Peixoto,41,FEMININO,São Paulo
539,164,21,7,2023-11-10,Produto 21,Alimentos,292.75,Joaquim da Cruz,47,FEMININO,Belém
540,182,26,9,2023-11-28,Produto 26,Higiene,297.98,Ana Julia Nogueira,23,MASCULINO,Rio de Janeiro
541,57,4,9,2023-05-30,Produto 4,Limpeza,497.99,Sr. Davi Lucas Rezende,45,MASCULINO,Fortaleza
542,1,34,5,2024-03-29,Produto 34,Limpeza,220.05,Sr. Emanuel Costela,56,FEMININO,Rio de Janeiro
543,63,48,1,2023-02-05,Produto 48,Limpeza,220.99,Dr. Kevin Campos,52,FEMININO,Manaus
544,182,18,1,2024-11-15,Produto 18,Alimentos,77.57,Ana Julia Nogueira,23,MASCULINO,Rio de Janeiro
545,55,40,6,2024-02-24,Produto 40,Eletrônicos,412.28,Dr. Lucas Gabriel Dias,19,MASCULINO,Manaus
546,115,35,2,2023-01-22,Produto 35,Alimentos,130.57,Sr. Leonardo Jesus,52,FEMININO,Belém
547,168,41,8,2023-07-25,Produto 41,Eletrônicos,373.38,Maria Fernanda Sales,62,FEMININO,Fortaleza
548,143,29,9,2024-09-30,Produto 29,Limpeza,243.43,Otávio Freitas,31,MASCULINO,São Paulo
549,149,29,4,2023-12-22,Produto 29,Limpeza,243.43,Dr. Thales Cavalcanti,56,FEMININO,Manaus
550,175,38,5,2024-03-15,Produto 38,Higiene,371.78,Ana Lívia Duarte,24,FEMININO,Belém
551,53,42,8,2024-12-29,Produto 42,Higiene,342.11,Emanuella Ribeiro,26,FEMININO,Rio de Janeiro
552,137,21,3,2023-04-06,Produto 21,Alimentos,292.75,Daniela da Costa,44,FEMININO,Manaus
553,180,42,5,2023-06-13,Produto 42,Higiene,342.11,Vitor Souza,59,FEMININO,Rio de Janeiro
554,57,13,3,2023-05-28,Produto 13,Alimentos,420.05,Sr. Davi Lucas Rezende,45,MASCULINO,Fortaleza
555,117,49,3,2024-06-13,Produto 49,Eletrônicos,402.04,Anthony Cunha,50,FEMININO,Belém
556,154,41,3,2023-10-21,Produto 41,Eletrônicos,373.38,Dra. Clarice Fernandes,43,MASCULINO,Manaus
557,169,17,7,2023-07-14,Produto 17,Eletrônicos,446.49,Srta. Caroline Farias,32,MASCULINO,Rio de Janeiro
558,35,9,7,2024-10-24,Produto 9,Alimentos,484.48,Yago Dias,33,MASCULINO,São Paulo
559,63,41,7,2024-04-24,Produto 41,Eletrônicos,373.38,Dr. Kevin Campos,52,FEMININO,Manaus
560,25,1,8,2023-05-03,Produto 1,Eletrônicos,61.16,Miguel Nunes,38,FEMININO,Manaus
561,90,2,5,2024-02-04,Produto 2,Eletrônicos,465.81,Diego Martins,33,MASCULINO,Rio de Janeiro
562,75,48,5,2024-11-29,Produto 48,Limpeza,220.99,Sabrina Nascimento,35,MASCULINO,Manaus
563,38,29,4,2024-03-27,Produto 29,Limpeza,243.43,Vitor Nunes,68,FEMININO,São Paulo
564,130,33,7,2024-10-22,Produto 33,Higiene,168.48,Sra. Stella Fernandes,40,MASCULINO,Fortaleza
565,135,10,4,2023-04-14,Produto 10,Higiene,345.57,Sr. Lucas Gabriel Azevedo,57,MASCULINO,Belém
566,162,50,2,2024-04-06,Produto 50,Alimentos,489.06,Vitor Hugo Fogaça,49,FEMININO,Manaus
567,91,40,4,2024-12-18,Produto 40,Eletrônicos,412.28,Eduardo Moreira,62,FEMININO,Fortaleza
568,17,21,8,2024-12-10,Produto 21,Alimentos,292.75,Dra. Raquel Oliveira,20,FEMININO,Fortaleza
569,128,28,9,2024-01-31,Produto 28,Alimentos,355.55,Dr. Pedro Lucas Ramos,50,MASCULINO,Belém
570,171,11,3,2023-12-03,Produto 11,Limpeza,419.3,João da Cunha,46,FEMININO,Manaus
571,187,34,7,2024-08-21,Produto 34,Limpeza,220.05,Thales Fogaça,37,FEMININO,São Paulo
572,108,8,9,2023-05-22,Produto 8,Higiene,354.39,Maria Vitória Farias,61,MASCULINO,Manaus
573,179,22,4,2023-11-13,Produto 22,Alimentos,432.25,Dr. Guilherme Fernandes,19,FEMININO,Belém
574,182,8,3,2024-12-11,Produto 8,Higiene,354.39,Ana Julia Nogueira,23,MASCULINO,Rio de Janeiro
575,152,49,5,2024-07-11,Produto 49,Eletrônicos,402.04,Pedro Henrique Vieira,32,FEMININO,Fortaleza
576,25,15,1,2024-06-10,Produto 15,Limpeza,115.18,Miguel Nunes,38,FEMININO,Manaus
577,199,17,3,2024-07-09,Produto 17,Eletrônicos,446.49,Vinicius da Luz,20,MASCULINO,Fortaleza
578,180,23,8,2024-02-05,Produto 23,Limpeza,440.78,Vitor Souza,59,FEMININO,Rio de Janeiro
579,198,24,8,2024-11-11,Produto 24,Alimentos,122.16,Heitor Campos,58,MASCULINO,Belém
580,88,45,4,2023-11-06,Produto 45,Limpeza,241.47,Alexandre Ribeiro,57,MASCULINO,Belém
581,161,19,2,2024-05-09,Produto 19,Higiene,259.1,Stephany Moreira,69,FEMININO,Fortaleza
582,177,5,8,2024-07-09,Produto 5,Bebidas,32.66,Ana Vitória Carvalho,39,FEMININO,Fortaleza
583,29,32,8,2024-09-01,Produto 32,Alimentos,128.12,Sra. Sabrina Farias,61,MASCULINO,Manaus
584,63,44,4,2023-04-19,Produto 44,Alimentos,203.11,Dr. Kevin Campos,52,FEMININO,Manaus
585,150,1,3,2024-01-07,Produto 1,Eletrônicos,61.16,Maysa Fogaça,44,FEMININO,Belém
586,154,23,2,2024-09-07,Produto 23,Limpeza,440.78,Dra. Clarice Fernandes,43,MASCULINO,Manaus
587,156,37,9,2023-07-25,Produto 37,Limpeza,287.88,Vitor Hugo Lopes,30,FEMININO,Rio de Janeiro
588,114,8,1,2023-02-12,Produto 8,Higiene,354.39,Pedro Dias,25,FEMININO,Belém
589,49,13,7,2023-09-02,Produto 13,Alimentos,420.05,João Miguel Nogueira,21,MASCULINO,Rio de Janeiro
590,199,8,5,2023-10-14,Produto 8,Higiene,354.39,Vinicius da Luz,20,MASCULINO,Fortaleza
591,81,23,8,2023-12-21,Produto 23,Limpeza,440.78,Dr. Vitor Gomes,31,MASCULINO,Manaus
592,84,43,4,2024-04-20,Produto 43,Limpeza,122.57,Pietra Azevedo,32,MASCULINO,Fortaleza
593,105,1,7,2023-03-24,Produto 1,Eletrônicos,61.16,Caroline Fernandes,26,MASCULINO,Manaus
594,177,45,5,2023-04-20,Produto 45,Limpeza,241.47,Ana Vitória Carvalho,39,FEMININO,Fortaleza
595,148,24,5,2023-07-09,Produto 24,Alimentos,122.16,Ana Sophia Cardoso,31,FEMININO,São Paulo
596,118,35,9,2023-09-08,Produto 35,Alimentos,130.57,Ana Julia Nogueira,22,MASCULINO,Belém
597,86,24,9,2024-12-24,Produto 24,Alimentos,122.16,Dr. Luigi Campos,31,MASCULINO,Belém
598,63,17,9,2023-10-18,Produto 17,Eletrônicos,446.49,Dr. Kevin Campos,52,FEMININO,Manaus
599,189,5,6,2024-10-06,Produto 5,Bebidas,32.66,Davi Lucas Rodrigues,28,MASCULINO,São Paulo
600,104,20,6,2023-07-20,Produto 20,Alimentos,120.45,Alexia Souza,24,FEMININO,Belém
601,49,21,5,2023-11-22,Produto 21,Alimentos,292.75,João Miguel Nogueira,21,MASCULINO,Rio de Janeiro
602,71,40,9,2024-05-25,Produto 40,Eletrônicos,412.28,João Vitor Fogaça,23,MASCULINO,São Paulo
603,1,31,8,2024-02-13,Produto 31,Eletrônicos,354.02,Sr. Emanuel Costela,56,FEMININO,Rio de Janeiro
604,141,46,7,2024-08-29,Produto 46,Higiene,46.03,Vitor Hugo da Rosa,54,FEMININO,Belém
605,179,36,7,2024-05-22,Produto 36,Limpeza,205.58,Dr. Guilherme Fernandes,19,FEMININO,Belém
606,123,11,6,2024-12-31,Produto 11,Limpeza,419.3,Natália Dias,24,MASCULINO,Rio de Janeiro
607,184,15,5,2024-08-23,Produto 15,Limpeza,115.18,Isabelly Fogaça,45,MASCULINO,São Paulo
608,62,19,4,2023-03-13,Produto 19,Higiene,259.1,Vicente Lopes,64,MASCULINO,Fortaleza
609,32,7,3,2023-09-04,Produto 7,Alimentos,275.23,Amanda Lima,44,MASCULINO,Belém
610,158,28,3,2024-10-02,Produto 28,Alimentos,355.55,Thales Barros,49,MASCULINO,Fortaleza
611,29,43,6,2024-12-24,Produto 43,Limpeza,122.57,Sra. Sabrina Farias,61,MASCULINO,Manaus
612,49,5,4,2024-08-30,Produto 5,Bebidas,32.66,João Miguel Nogueira,21,MASCULINO,Rio de Janeiro
613,173,5,6,2024-08-09,Produto 5,Bebidas,32.66,Alana das Neves,30,FEMININO,Rio de Janeiro
614,30,30,3,2024-07-19,Produto 30,Limpeza,192.1,Bárbara Vieira,42,MASCULINO,Fortaleza
615,144,32,4,2023-12-10,Produto 32,Alimentos,128.12,Clarice Gomes,20,FEMININO,Fortaleza
616,168,8,9,2023-02-23,Produto 8,Higiene,354.39,Maria Fernanda Sales,62,FEMININO,Fortaleza
617,19,10,5,2024-12-30,Produto 10,Higiene,345.57,Benjamin Monteiro,19,FEMININO,Belém
618,18,38,7,2024-06-11,Produto 38,Higiene,371.78,Augusto Alves,39,MASCULINO,Belém
619,1,47,2,2024-09-02,Produto 47,Eletrônicos,266.54,Sr. Emanuel Costela,56,FEMININO,Rio de Janeiro
620,78,32,5,2024-06-15,Produto 32,Alimentos,128.12,Sr. Enzo Araújo,51,FEMININO,Rio de Janeiro
621,115,48,9,2024-07-11,Produto 48,Limpeza,220.99,Sr. Leonardo Jesus,52,FEMININO,Belém
622,175,28,3,2023-07-12,Produto 28,Alimentos,355.55,Ana Lívia Duarte,24,FEMININO,Belém
623,194,17,9,2023-02-27,Produto 17,Eletrônicos,446.49,Daniela Silva,18,FEMININO,Belém
624,113,31,6,2024-03-12,Produto 31,Eletrônicos,354.02,Enzo Gabriel Farias,34,MASCULINO,Manaus
625,114,8,4,2023-04-21,Produto 8,Higiene,354.39,Pedro Dias,25,FEMININO,Belém
626,166,40,7,2023-05-09,Produto 40,Eletrônicos,412.28,Luna Cavalcanti,40,FEMININO,Rio de Janeiro
627,179,25,8,2024-12-06,Produto 25,Eletrônicos,454.31,Dr. Guilherme Fernandes,19,FEMININO,Belém
628,63,9,6,2023-11-22,Produto 9,Alimentos,484.48,Dr. Kevin Campos,52,FEMININO,Manaus
629,132,2,5,2023-01-08,Produto 2,Eletrônicos,465.81,Daniel Moreira,54,MASCULINO,Fortaleza
630,129,15,6,2023-01-29,Produto 15,Limpeza,115.18,Júlia Souza,65,FEMININO,Manaus
631,8,50,5,2023-04-22,Produto 50,Alimentos,489.06,Mirella Barros,56,MASCULINO,Belém
632,157,3,8,2024-11-03,Produto 3,Alimentos,487.25,Lavínia Gonçalves,68,MASCULINO,Fortaleza
633,55,49,1,2023-05-11,Produto 49,Eletrônicos,402.04,Dr. Lucas Gabriel Dias,19,MASCULINO,Manaus
634,103,36,7,2023-07-07,Produto 36,Limpeza,205.58,Ana Sophia Araújo,42,MASCULINO,São Paulo
635,131,4,2,2024-11-05,Produto 4,Limpeza,497.99,Srta. Isabelly Cavalcanti,41,MASCULINO,Belém
636,32,14,9,2024-12-09,Produto 14,Eletrônicos,215.92,Amanda Lima,44,MASCULINO,Belém
637,10,41,1,2024-04-19,Produto 41,Eletrônicos,373.38,Marina Moraes,40,FEMININO,Belém
638,110,41,6,2023-12-30,Produto 41,Eletrônicos,373.38,Dra. Brenda Peixoto,41,FEMININO,São Paulo
639,162,25,9,2023-07-23,Produto 25,Eletrônicos,454.31,Vitor Hugo Fogaça,49,FEMININO,Manaus
640,124,50,1,2023-07-31,Produto 50,Alimentos,489.06,Larissa Farias,26,FEMININO,Belém
641,87,10,4,2024-09-12,Produto 10,Higiene,345.57,João Miguel Moraes,40,FEMININO,Fortaleza
642,55,21,4,2023-10-03,Produto 21,Alimentos,292.75,Dr. Lucas Gabriel Dias,19,MASCULINO,Manaus
643,32,36,9,2023-03-14,Produto 36,Limpeza,205.58,Amanda Lima,44,MASCULINO,Belém
644,178,12,5,2024-11-09,Produto 12,Bebidas,434.1,Marcos Vinicius da Costa,45,FEMININO,São Paulo
645,135,27,5,2023-08-31,Produto 27,Higiene,178.36,Sr. Lucas Gabriel Azevedo,57,MASCULINO,Belém
646,93,40,6,2023-04-12,Produto 40,Eletrônicos,412.28,Maria Fernanda da Mata,64,MASCULINO,São Paulo
647,8,2,1,2024-11-15,Produto 2,Eletrônicos,465.81,Mirella Barros,56,MASCULINO,Belém
648,65,13,1,2023-06-20,Produto 13,Alimentos,420.05,Bryan Sales,34,MASCULINO,Rio de Janeiro
649,57,32,9,2024-10-14,Produto 32,Alimentos,128.12,Sr. Davi Lucas Rezende,45,MASCULINO,Fortaleza
650,67,31,3,2023-07-07,Produto 31,Eletrônicos,354.02,Alexandre Costa,67,FEMININO,São Paulo
651,187,16,4,2024-03-16,Produto 16,Alimentos,201.34,Thales Fogaça,37,FEMININO,São Paulo
652,72,32,1,2023-03-27,Produto 32,Alimentos,128.12,Luiza Nascimento,59,FEMININO,Belém
653,54,32,9,2024-04-20,Produto 32,Alimentos,128.12,Maria Luiza Fernandes,43,FEMININO,São Paulo
654,67,34,8,2023-02-21,Produto 34,Limpeza,220.05,Alexandre Costa,67,FEMININO,São Paulo
655,51,11,2,2023-04-21,Produto 11,Limpeza,419.3,Evelyn Aragão,31,FEMININO,São Paulo
656,97,10,8,2023-02-12,Produto 10,Higiene,345.57,Dr. Isaac Castro,62,FEMININO,Manaus
657,92,15,7,2023-07-30,Produto 15,Limpeza,115.18,André Aragão,35,FEMININO,Belém
658,8,17,6,2023-07-19,Produto 17,Eletrônicos,446.49,Mirella Barros,56,MASCULINO,Belém
659,162,40,1,2024-09-18,Produto 40,Eletrônicos,412.28,Vitor Hugo Fogaça,49,FEMININO,Manaus
660,35,18,7,2023-01-26,Produto 18,Alimentos,77.57,Yago Dias,33,MASCULINO,São Paulo
661,96,9,7,2023-10-26,Produto 9,Alimentos,484.48,Enzo Gabriel Alves,42,MASCULINO,Rio de Janeiro
662,88,25,9,2023-03-18,Produto 25,Eletrônicos,454.31,Alexandre Ribeiro,57,MASCULINO,Belém
663,78,40,1,2023-05-17,Produto 40,Eletrônicos,412.28,Sr. Enzo Araújo,51,FEMININO,Rio de Janeiro
664,32,14,2,2023-01-20,Produto 14,Eletrônicos,215.92,Amanda Lima,44,MASCULINO,Belém
665,120,25,9,2024-03-15,Produto 25,Eletrônicos,454.31,Ana Luiza da Cruz,56,FEMININO,Rio de Janeiro
666,46,50,9,2023-07-30,Produto 50,Alimentos,489.06,Evelyn Peixoto,26,MASCULINO,Manaus
667,144,22,6,2024-07-04,Produto 22,Alimentos,432.25,Clarice Gomes,20,FEMININO,Fortaleza
668,196,30,6,2024-03-10,Produto 30,Limpeza,192.1,Yago Nogueira,69,FEMININO,Belém
669,165,20,4,2023-07-26,Produto 20,Alimentos,120.45,Guilherme Rodrigues,54,FEMININO,Rio de Janeiro
670,182,21,4,2024-03-14,Produto 21,Alimentos,292.75,Ana Julia Nogueira,23,MASCULINO,Rio de Janeiro
671,142,44,5,2024-10-27,Produto 44,Alimentos,203.11,Sofia Vieira,64,FEMININO,Fortaleza
672,55,32,3,2023-02-11,Produto 32,Alimentos,128.12,Dr. Lucas Gabriel Dias,19,MASCULINO,Manaus
673,176,46,1,2024-02-15,Produto 46,Higiene,46.03,Sr. Luiz Gustavo Viana,68,MASCULINO,Belém
674,7,49,1,2024-06-06,Produto 49,Eletrônicos,402.04,Sr. João Guilherme Pereira,38,MASCULINO,Manaus
675,74,21,7,2024-09-01,Produto 21,Alimentos,292.75,Maria Vitória Jesus,46,MASCULINO,São Paulo
676,7,35,1,2024-03-02,Produto 35,Alimentos,130.57,Sr. João Guilherme Pereira,38,MASCULINO,Manaus
677,161,32,1,2023-10-02,Produto 32,Alimentos,128.12,Stephany Moreira,69,FEMININO,Fortaleza
678,151,30,3,2024-03-23,Produto 30,Limpeza,192.1,João Felipe Martins,26,FEMININO,Belém
679,85,39,4,2024-01-04,Produto 39,Bebidas,384.76,Felipe Correia,25,FEMININO,Fortaleza
680,147,49,4,2023-08-08,Produto 49,Eletrônicos,402.04,Leandro Teixeira,43,MASCULINO,Rio de Janeiro
681,112,12,2,2024-07-30,Produto 12,Bebidas,434.1,Ana Alves,68,MASCULINO,São Paulo
682,125,41,1,2023-08-20,Produto 41,Eletrônicos,373.38,Srta. Ana Beatriz Rezende,25,FEMININO,Manaus
683,147,47,3,2023-11-24,Produto 47,Eletrônicos,266.54,Leandro Teixeira,43,MASCULINO,Rio de Janeiro
684,36,18,4,2024-03-18,Produto 18,Alimentos,77.57,Rafael Rezende,32,MASCULINO,Manaus
685,29,21,3,2023-02-21,Produto 21,Alimentos,292.75,Sra. Sabrina Farias,61,MASCULINO,Manaus
686,188,13,8,2024-01-11,Produto 13,Alimentos,420.05,Sophia Martins,47,FEMININO,São Paulo
687,82,21,1,2023-09-20,Produto 21,Alimentos,292.75,Dr. Henrique Rodrigues,48,FEMININO,Belém
688,2,8,2,2023-09-24,Produto 8,Higiene,354.39,Cauã Ferreira,69,FEMININO,Rio de Janeiro
689,129,46,7,2023-12-25,Produto 46,Higiene,46.03,Júlia Souza,65,FEMININO,Manaus
690,47,40,4,2023-11-13,Produto 40,Eletrônicos,412.28,Bruno Santos,56,FEMININO,Manaus
691,197,46,8,2023-11-20,Produto 46,Higiene,46.03,Carolina Cunha,30,FEMININO,Rio de Janeiro
692,148,7,3,2024-10-27,Produto 7,Alimentos,275.23,Ana Sophia Cardoso,31,FEMININO,São Paulo
693,11,23,6,2024-10-13,Produto 23,Limpeza,440.78,Ana Lívia das Neves,28,FEMININO,Rio de Janeiro
694,130,44,9,2024-07-16,Produto 44,Alimentos,203.11,Sra. Stella Fernandes,40,MASCULINO,Fortaleza
695,195,32,1,2024-09-20,Produto 32,Alimentos,128.12,Catarina Campos,44,FEMININO,São Paulo
696,119,11,1,2024-02-25,Produto 11,Limpeza,419.3,Luna Pires,59,FEMININO,Belém
697,140,22,8,2023-02-15,Produto 22,Alimentos,432.25,Camila Caldeira,52,FEMININO,São Paulo
698,20,22,3,2024-08-22,Produto 22,Alimentos,432.25,João Vitor da Rosa,41,MASCULINO,Rio de Janeiro
699,5,43,5,2024-12-20,Produto 43,Limpeza,122.57,Thomas Alves,60,FEMININO,Manaus
700,37,25,1,2023-09-26,Produto 25,Eletrônicos,454.31,Natália Dias,64,FEMININO,São Paulo
701,166,22,5,2024-08-23,Produto 22,Alimentos,432.25,Luna Cavalcanti,40,FEMININO,Rio de Janeiro
702,137,28,6,2024-01-16,Produto 28,Alimentos,355.55,Daniela da Costa,44,FEMININO,Manaus
703,53,29,8,2023-04-28,Produto 29,Limpeza,243.43,Emanuella Ribeiro,26,FEMININO,Rio de Janeiro
704,172,13,3,2024-07-19,Produto 13,Alimentos,420.05,Cecília da Cruz,53,MASCULINO,São Paulo
705,99,18,3,2023-04-26,Produto 18,Alimentos,77.57,Sophia Ferreira,46,MASCULINO,Fortaleza
706,86,2,9,2024-09-21,Produto 2,Eletrônicos,465.81,Dr. Luigi Campos,31,MASCULINO,Belém
707,108,29,4,2023-09-17,Produto 29,Limpeza,243.43,Maria Vitória Farias,61,MASCULINO,Manaus
708,24,21,4,2023-03-16,Produto 21,Alimentos,292.75,Thomas Fogaça,19,FEMININO,Belém
709,81,15,7,2024-04-24,Produto 15,Limpeza,115.18,Dr. Vitor Gomes,31,MASCULINO,Manaus
710,158,27,2,2023-11-01,Produto 27,Higiene,178.36,Thales Barros,49,MASCULINO,Fortaleza
711,120,50,8,2023-01-07,Produto 50,Alimentos,489.06,Ana Luiza da Cruz,56,FEMININO,Rio de Janeiro
712,59,31,6,2024-01-01,Produto 31,Eletrônicos,354.02,Natália Ribeiro,24,FEMININO,Manaus
713,128,15,3,2024-09-25,Produto 15,Limpeza,115.18,Dr. Pedro Lucas Ramos,50,MASCULINO,Belém
714,114,23,9,2024-06-06,Produto 23,Limpeza,440.78,Pedro Dias,25,FEMININO,Belém
715,115,24,5,2023-12-14,Produto 24,Alimentos,122.16,Sr. Leonardo Jesus,52,FEMININO,Belém
716,14,44,8,2024-03-13,Produto 44,Alimentos,203.11,Joaquim da Costa,53,FEMININO,Manaus
717,9,13,7,2023-08-03,Produto 13,Alimentos,420.05,Paulo Teixeira,36,FEMININO,Fortaleza
718,40,22,8,2024-03-04,Produto 22,Alimentos,432.25,Heitor Lopes,69,FEMININO,São Paulo
719,194,43,7,2024-05-12,Produto 43,Limpeza,122.57,Daniela Silva,18,FEMININO,Belém
720,25,37,3,2024-06-23,Produto 37,Limpeza,287.88,Miguel Nunes,38,FEMININO,Manaus
721,103,33,2,2024-01-02,Produto 33,Higiene,168.48,Ana Sophia Araújo,42,MASCULINO,São Paulo
722,22,3,7,2023-11-09,Produto 3,Alimentos,487.25,Kaique Barbosa,47,MASCULINO,Manaus
723,4,19,3,2024-06-21,Produto 19,Higiene,259.1,Giovanna Aragão,32,MASCULINO,Belém
724,154,23,3,2023-02-23,Produto 23,Limpeza,440.78,Dra. Clarice Fernandes,43,MASCULINO,Manaus
725,186,29,2,2024-06-24,Produto 29,Limpeza,243.43,Sr. Vicente Pires,61,MASCULINO,São Paulo
726,29,30,4,2024-04-11,Produto 30,Limpeza,192.1,Sra. Sabrina Farias,61,MASCULINO,Manaus
727,109,39,8,2023-06-13,Produto 39,Bebidas,384.76,Felipe Silveira,25,MASCULINO,São Paulo
728,98,44,1,2023-11-30,Produto 44,Alimentos,203.11,Marcela Cavalcanti,58,FEMININO,Rio de Janeiro
729,37,47,1,2024-06-30,Produto 47,Eletrônicos,266.54,Natália Dias,64,FEMININO,São Paulo
730,75,25,5,2023-12-14,Produto 25,Eletrônicos,454.31,Sabrina Nascimento,35,MASCULINO,Manaus
731,70,37,5,2023-09-30,Produto 37,Limpeza,287.88,Luiz Felipe Sales,19,MASCULINO,Manaus
732,146,47,1,2024-12-20,Produto 47,Eletrônicos,266.54,Joana Pereira,22,MASCULINO,São Paulo
733,128,8,6,2024-02-18,Produto 8,Higiene,354.39,Dr. Pedro Lucas Ramos,50,MASCULINO,Belém
734,85,42,1,2024-05-14,Produto 42,Higiene,342.11,Felipe Correia,25,FEMININO,Fortaleza
735,42,16,5,2023-04-03,Produto 16,Alimentos,201.34,Kaique Alves,54,MASCULINO,Rio de Janeiro
736,100,8,9,2024-11-15,Produto 8,Higiene,354.39,Mariana Moura,32,FEMININO,São Paulo
737,41,1,5,2023-03-20,Produto 1,Eletrônicos,61.16,Natália da Cunha,20,MASCULINO,São Paulo
